south_1,south_2,north_1,north_2,east_1,east_2,west_1,west_2,datetime,intersection,day,day_name
27,26,24,27,31,30,27,28,2024-04-11 12:00:00,Yonge and Bloor,3,Thursday
24,26,27,24,28,29,28,29,2024-04-11 12:15:00,Yonge and Bloor,3,Thursday
24,26,25,26,29,33,30,28,2024-04-11 12:30:00,Yonge and Bloor,3,Thursday
28,27,26,24,31,28,30,28,2024-04-11 12:45:00,Yonge and Bloor,3,Thursday
29,24,29,28,30,30,26,31,2024-04-11 13:00:00,Yonge and Bloor,3,Thursday
27,25,25,25,31,27,30,30,2024-04-11 13:15:00,Yonge and Bloor,3,Thursday
31,25,24,27,29,26,29,28,2024-04-11 13:30:00,Yonge and Bloor,3,Thursday
28,25,28,26,28,30,29,28,2024-04-11 13:45:00,Yonge and Bloor,3,Thursday
26,25,28,26,29,30,26,31,2024-04-11 14:00:00,Yonge and Bloor,3,Thursday
28,26,27,24,31,30,27,30,2024-04-11 14:15:00,Yonge and Bloor,3,Thursday
25,27,31,27,30,29,26,29,2024-04-11 14:30:00,Yonge and Bloor,3,Thursday
24,27,25,28,31,29,29,30,2024-04-11 14:45:00,Yonge and Bloor,3,Thursday
24,27,24,28,30,30,27,31,2024-04-11 15:00:00,Yonge and Bloor,3,Thursday
27,26,25,27,30,32,30,29,2024-04-11 15:15:00,Yonge and Bloor,3,Thursday
24,24,24,28,31,29,29,31,2024-04-11 15:30:00,Yonge and Bloor,3,Thursday
25,27,28,26,31,33,30,28,2024-04-11 15:45:00,Yonge and Bloor,3,Thursday
26,26,24,27,28,30,26,30,2024-04-11 16:00:00,Yonge and Bloor,3,Thursday
24,28,31,28,28,29,30,31,2024-04-11 16:15:00,Yonge and Bloor,3,Thursday
24,28,27,28,31,30,30,29,2024-04-11 16:30:00,Yonge and Bloor,3,Thursday
27,26,28,25,29,26,26,31,2024-04-11 16:45:00,Yonge and Bloor,3,Thursday
41,52,39,40,47,40,44,52,2024-04-11 17:00:00,Yonge and Bloor,3,Thursday
49,45,50,45,56,51,52,50,2024-04-11 17:15:00,Yonge and Bloor,3,Thursday
44,44,41,42,43,55,54,45,2024-04-11 17:30:00,Yonge and Bloor,3,Thursday
37,44,42,46,43,54,55,42,2024-04-11 17:45:00,Yonge and Bloor,3,Thursday
38,44,41,52,49,48,38,48,2024-04-11 18:00:00,Yonge and Bloor,3,Thursday
46,44,37,46,39,46,47,56,2024-04-11 18:15:00,Yonge and Bloor,3,Thursday
51,43,39,43,47,47,55,49,2024-04-11 18:30:00,Yonge and Bloor,3,Thursday
37,45,53,48,49,47,42,48,2024-04-11 18:45:00,Yonge and Bloor,3,Thursday
39,46,45,46,45,47,46,42,2024-04-11 19:00:00,Yonge and Bloor,3,Thursday
46,48,48,39,48,50,50,55,2024-04-11 19:15:00,Yonge and Bloor,3,Thursday
52,41,42,39,47,55,48,40,2024-04-11 19:30:00,Yonge and Bloor,3,Thursday
39,52,45,39,51,52,43,39,2024-04-11 19:45:00,Yonge and Bloor,3,Thursday
28,26,28,27,28,26,29,30,2024-04-11 20:00:00,Yonge and Bloor,3,Thursday
24,25,27,25,27,32,29,27,2024-04-11 20:15:00,Yonge and Bloor,3,Thursday
26,25,28,27,31,26,28,28,2024-04-11 20:30:00,Yonge and Bloor,3,Thursday
24,26,28,28,30,31,28,28,2024-04-11 20:45:00,Yonge and Bloor,3,Thursday
26,26,25,27,27,29,30,27,2024-04-11 21:00:00,Yonge and Bloor,3,Thursday
28,26,28,27,31,28,32,29,2024-04-11 21:15:00,Yonge and Bloor,3,Thursday
26,24,27,26,31,27,29,29,2024-04-11 21:30:00,Yonge and Bloor,3,Thursday
26,27,25,26,31,33,27,30,2024-04-11 21:45:00,Yonge and Bloor,3,Thursday
25,28,27,28,30,30,26,29,2024-04-11 22:00:00,Yonge and Bloor,3,Thursday
24,28,28,27,31,26,29,31,2024-04-11 22:15:00,Yonge and Bloor,3,Thursday
25,27,27,28,29,28,29,30,2024-04-11 22:30:00,Yonge and Bloor,3,Thursday
28,26,24,27,29,30,29,30,2024-04-11 22:45:00,Yonge and Bloor,3,Thursday
3,3,2,4,5,3,5,4,2024-04-11 23:00:00,Yonge and Bloor,3,Thursday
3,3,3,3,4,4,6,5,2024-04-11 23:15:00,Yonge and Bloor,3,Thursday
2,2,2,2,5,4,6,4,2024-04-11 23:30:00,Yonge and Bloor,3,Thursday
8,4,2,1,5,5,6,4,2024-04-11 23:45:00,Yonge and Bloor,3,Thursday
1,1,3,2,7,3,7,4,2024-04-12 00:00:00,Yonge and Bloor,4,Friday
1,2,5,4,8,7,8,8,2024-04-12 00:15:00,Yonge and Bloor,4,Friday
1,5,2,3,7,8,6,4,2024-04-12 00:30:00,Yonge and Bloor,4,Friday
3,2,5,2,5,6,6,8,2024-04-12 00:45:00,Yonge and Bloor,4,Friday
1,4,4,3,7,5,7,6,2024-04-12 01:00:00,Yonge and Bloor,4,Friday
1,2,1,3,8,6,9,8,2024-04-12 01:15:00,Yonge and Bloor,4,Friday
3,4,2,1,6,5,7,8,2024-04-12 01:30:00,Yonge and Bloor,4,Friday
1,4,5,2,5,4,6,7,2024-04-12 01:45:00,Yonge and Bloor,4,Friday
5,3,4,2,4,3,7,7,2024-04-12 02:00:00,Yonge and Bloor,4,Friday
2,5,2,5,5,5,3,5,2024-04-12 02:15:00,Yonge and Bloor,4,Friday
1,4,2,5,6,3,5,7,2024-04-12 02:30:00,Yonge and Bloor,4,Friday
5,3,3,4,8,4,6,7,2024-04-12 02:45:00,Yonge and Bloor,4,Friday
4,4,4,4,5,4,8,7,2024-04-12 03:00:00,Yonge and Bloor,4,Friday
3,4,2,5,8,9,7,7,2024-04-12 03:15:00,Yonge and Bloor,4,Friday
3,4,2,2,5,7,9,7,2024-04-12 03:30:00,Yonge and Bloor,4,Friday
5,4,4,4,8,3,4,5,2024-04-12 03:45:00,Yonge and Bloor,4,Friday
8,3,1,5,8,4,7,7,2024-04-12 04:00:00,Yonge and Bloor,4,Friday
3,1,3,5,8,7,6,6,2024-04-12 04:15:00,Yonge and Bloor,4,Friday
2,4,5,4,7,4,5,5,2024-04-12 04:30:00,Yonge and Bloor,4,Friday
4,3,6,4,5,7,3,4,2024-04-12 04:45:00,Yonge and Bloor,4,Friday
19,17,14,13,18,16,17,16,2024-04-12 05:00:00,Yonge and Bloor,4,Friday
15,14,19,20,23,17,16,18,2024-04-12 05:15:00,Yonge and Bloor,4,Friday
13,14,14,19,18,21,22,21,2024-04-12 05:30:00,Yonge and Bloor,4,Friday
23,15,16,20,21,17,23,23,2024-04-12 05:45:00,Yonge and Bloor,4,Friday
17,16,17,21,17,15,15,24,2024-04-12 06:00:00,Yonge and Bloor,4,Friday
18,18,19,19,22,20,19,21,2024-04-12 06:15:00,Yonge and Bloor,4,Friday
13,19,19,14,18,18,25,22,2024-04-12 06:30:00,Yonge and Bloor,4,Friday
20,15,15,20,23,17,21,20,2024-04-12 06:45:00,Yonge and Bloor,4,Friday
18,20,20,14,23,22,19,19,2024-04-12 07:00:00,Yonge and Bloor,4,Friday
14,18,16,20,21,20,18,16,2024-04-12 07:15:00,Yonge and Bloor,4,Friday
20,16,18,20,22,22,21,18,2024-04-12 07:30:00,Yonge and Bloor,4,Friday
16,16,14,14,21,19,23,23,2024-04-12 07:45:00,Yonge and Bloor,4,Friday
23,22,28,22,28,27,27,28,2024-04-12 08:00:00,Yonge and Bloor,4,Friday
29,24,24,24,26,24,26,26,2024-04-12 08:15:00,Yonge and Bloor,4,Friday
24,25,22,24,27,24,25,24,2024-04-12 08:30:00,Yonge and Bloor,4,Friday
22,21,21,22,27,27,25,25,2024-04-12 08:45:00,Yonge and Bloor,4,Friday
17,13,14,15,17,22,18,17,2024-04-12 09:00:00,Yonge and Bloor,4,Friday
21,18,20,16,24,22,23,19,2024-04-12 09:15:00,Yonge and Bloor,4,Friday
21,16,19,18,22,21,23,22,2024-04-12 09:30:00,Yonge and Bloor,4,Friday
20,20,16,18,22,23,23,18,2024-04-12 09:45:00,Yonge and Bloor,4,Friday
45,37,35,39,41,49,46,45,2024-04-12 10:00:00,Yonge and Bloor,4,Friday
43,38,37,42,46,40,42,44,2024-04-12 10:15:00,Yonge and Bloor,4,Friday
35,45,43,37,44,42,38,38,2024-04-12 10:30:00,Yonge and Bloor,4,Friday
44,45,36,37,41,48,47,36,2024-04-12 10:45:00,Yonge and Bloor,4,Friday
37,39,45,46,36,48,37,43,2024-04-12 11:00:00,Yonge and Bloor,4,Friday
40,45,35,40,38,35,39,46,2024-04-12 11:15:00,Yonge and Bloor,4,Friday
46,43,41,33,37,40,40,36,2024-04-12 11:30:00,Yonge and Bloor,4,Friday
46,44,45,44,49,41,43,46,2024-04-12 11:45:00,Yonge and Bloor,4,Friday
26,26,25,26,29,27,28,28,2024-04-12 12:00:00,Yonge and Bloor,4,Friday
26,24,24,24,28,28,29,29,2024-04-12 12:15:00,Yonge and Bloor,4,Friday
26,25,26,24,27,28,28,28,2024-04-12 12:30:00,Yonge and Bloor,4,Friday
25,25,25,24,28,26,26,28,2024-04-12 12:45:00,Yonge and Bloor,4,Friday
19,15,17,16,19,23,23,18,2024-04-12 13:00:00,Yonge and Bloor,4,Friday
14,20,18,13,22,17,23,22,2024-04-12 13:15:00,Yonge and Bloor,4,Friday
14,19,13,16,17,18,17,22,2024-04-12 13:30:00,Yonge and Bloor,4,Friday
14,18,14,14,21,18,19,20,2024-04-12 13:45:00,Yonge and Bloor,4,Friday
17,15,16,15,20,22,23,22,2024-04-12 14:00:00,Yonge and Bloor,4,Friday
20,19,16,16,23,26,23,21,2024-04-12 14:15:00,Yonge and Bloor,4,Friday
18,18,16,13,18,17,17,17,2024-04-12 14:30:00,Yonge and Bloor,4,Friday
15,16,17,15,21,21,15,21,2024-04-12 14:45:00,Yonge and Bloor,4,Friday
15,16,14,21,16,20,19,20,2024-04-12 15:00:00,Yonge and Bloor,4,Friday
15,17,15,13,16,19,23,19,2024-04-12 15:15:00,Yonge and Bloor,4,Friday
20,13,21,18,20,19,17,23,2024-04-12 15:30:00,Yonge and Bloor,4,Friday
14,19,21,15,23,16,15,24,2024-04-12 15:45:00,Yonge and Bloor,4,Friday
17,21,17,13,17,26,17,23,2024-04-12 16:00:00,Yonge and Bloor,4,Friday
21,20,14,15,21,24,23,23,2024-04-12 16:15:00,Yonge and Bloor,4,Friday
19,21,13,16,20,20,17,18,2024-04-12 16:30:00,Yonge and Bloor,4,Friday
17,15,20,19,23,25,16,17,2024-04-12 16:45:00,Yonge and Bloor,4,Friday
35,33,36,32,37,38,35,47,2024-04-12 17:00:00,Yonge and Bloor,4,Friday
46,33,38,46,42,46,40,38,2024-04-12 17:15:00,Yonge and Bloor,4,Friday
32,40,42,34,40,42,40,42,2024-04-12 17:30:00,Yonge and Bloor,4,Friday
44,32,35,44,36,45,43,38,2024-04-12 17:45:00,Yonge and Bloor,4,Friday
40,33,38,36,43,36,34,46,2024-04-12 18:00:00,Yonge and Bloor,4,Friday
33,33,47,41,42,46,37,39,2024-04-12 18:15:00,Yonge and Bloor,4,Friday
36,33,40,43,42,50,49,49,2024-04-12 18:30:00,Yonge and Bloor,4,Friday
39,41,41,37,47,42,37,44,2024-04-12 18:45:00,Yonge and Bloor,4,Friday
23,15,16,14,21,23,20,24,2024-04-12 19:00:00,Yonge and Bloor,4,Friday
15,16,19,15,19,15,18,19,2024-04-12 19:15:00,Yonge and Bloor,4,Friday
13,13,19,18,16,21,23,21,2024-04-12 19:30:00,Yonge and Bloor,4,Friday
18,15,16,15,19,18,18,17,2024-04-12 19:45:00,Yonge and Bloor,4,Friday
14,17,20,21,21,20,15,16,2024-04-12 20:00:00,Yonge and Bloor,4,Friday
15,15,21,20,17,15,17,18,2024-04-12 20:15:00,Yonge and Bloor,4,Friday
19,19,16,19,23,21,17,20,2024-04-12 20:30:00,Yonge and Bloor,4,Friday
25,20,13,13,18,18,20,21,2024-04-12 20:45:00,Yonge and Bloor,4,Friday
14,13,14,21,21,18,17,24,2024-04-12 21:00:00,Yonge and Bloor,4,Friday
19,20,17,20,16,18,20,22,2024-04-12 21:15:00,Yonge and Bloor,4,Friday
21,13,19,17,24,16,17,22,2024-04-12 21:30:00,Yonge and Bloor,4,Friday
17,20,19,14,17,26,15,18,2024-04-12 21:45:00,Yonge and Bloor,4,Friday
18,18,20,13,18,17,16,18,2024-04-12 22:00:00,Yonge and Bloor,4,Friday
17,13,14,17,22,16,23,21,2024-04-12 22:15:00,Yonge and Bloor,4,Friday
20,19,17,18,23,24,22,22,2024-04-12 22:30:00,Yonge and Bloor,4,Friday
25,13,14,13,20,23,20,18,2024-04-12 22:45:00,Yonge and Bloor,4,Friday
5,3,5,5,7,6,6,6,2024-04-12 23:00:00,Yonge and Bloor,4,Friday
4,4,1,1,6,6,9,8,2024-04-12 23:15:00,Yonge and Bloor,4,Friday
4,4,5,4,5,5,6,6,2024-04-12 23:30:00,Yonge and Bloor,4,Friday
2,5,5,2,5,5,4,7,2024-04-12 23:45:00,Yonge and Bloor,4,Friday
5,3,5,5,6,5,8,8,2024-04-13 00:00:00,Yonge and Bloor,5,Saturday
4,3,4,3,6,8,6,8,2024-04-13 00:15:00,Yonge and Bloor,5,Saturday
5,3,5,4,6,5,5,7,2024-04-13 00:30:00,Yonge and Bloor,5,Saturday
7,4,7,5,7,5,7,7,2024-04-13 00:45:00,Yonge and Bloor,5,Saturday
5,3,6,5,8,7,7,7,2024-04-13 01:00:00,Yonge and Bloor,5,Saturday
5,5,3,3,8,10,9,7,2024-04-13 01:15:00,Yonge and Bloor,5,Saturday
7,4,3,4,6,6,5,8,2024-04-13 01:30:00,Yonge and Bloor,5,Saturday
5,4,3,3,6,8,7,7,2024-04-13 01:45:00,Yonge and Bloor,5,Saturday
3,5,5,5,6,8,7,8,2024-04-13 02:00:00,Yonge and Bloor,5,Saturday
3,3,3,4,7,7,7,8,2024-04-13 02:15:00,Yonge and Bloor,5,Saturday
5,4,6,4,8,6,5,6,2024-04-13 02:30:00,Yonge and Bloor,5,Saturday
4,5,7,5,6,7,5,8,2024-04-13 02:45:00,Yonge and Bloor,5,Saturday
3,3,4,4,6,6,6,6,2024-04-13 03:00:00,Yonge and Bloor,5,Saturday
3,3,3,3,6,7,9,7,2024-04-13 03:15:00,Yonge and Bloor,5,Saturday
5,5,6,3,6,9,9,8,2024-04-13 03:30:00,Yonge and Bloor,5,Saturday
3,5,5,3,6,10,5,8,2024-04-13 03:45:00,Yonge and Bloor,5,Saturday
3,4,4,4,6,7,6,6,2024-04-13 04:00:00,Yonge and Bloor,5,Saturday
5,4,5,3,8,5,9,7,2024-04-13 04:15:00,Yonge and Bloor,5,Saturday
5,3,7,3,8,6,7,6,2024-04-13 04:30:00,Yonge and Bloor,5,Saturday
9,5,3,3,6,10,6,6,2024-04-13 04:45:00,Yonge and Bloor,5,Saturday
17,16,15,12,21,21,15,14,2024-04-13 05:00:00,Yonge and Bloor,5,Saturday
20,14,18,16,14,16,15,21,2024-04-13 05:15:00,Yonge and Bloor,5,Saturday
15,11,20,18,14,14,19,19,2024-04-13 05:30:00,Yonge and Bloor,5,Saturday
13,17,17,15,18,16,17,19,2024-04-13 05:45:00,Yonge and Bloor,5,Saturday
18,14,11,17,16,18,15,18,2024-04-13 06:00:00,Yonge and Bloor,5,Saturday
14,16,15,15,20,15,15,16,2024-04-13 06:15:00,Yonge and Bloor,5,Saturday
12,16,17,11,14,14,17,21,2024-04-13 06:30:00,Yonge and Bloor,5,Saturday
15,12,14,14,18,13,20,20,2024-04-13 06:45:00,Yonge and Bloor,5,Saturday
13,11,18,11,19,20,18,15,2024-04-13 07:00:00,Yonge and Bloor,5,Saturday
14,17,18,14,15,20,20,18,2024-04-13 07:15:00,Yonge and Bloor,5,Saturday
12,16,15,13,18,16,20,15,2024-04-13 07:30:00,Yonge and Bloor,5,Saturday
15,12,11,12,15,15,17,18,2024-04-13 07:45:00,Yonge and Bloor,5,Saturday
25,20,20,20,23,23,25,23,2024-04-13 08:00:00,Yonge and Bloor,5,Saturday
20,21,20,20,24,26,25,24,2024-04-13 08:15:00,Yonge and Bloor,5,Saturday
21,21,21,21,23,25,23,24,2024-04-13 08:30:00,Yonge and Bloor,5,Saturday
20,21,21,20,23,25,23,24,2024-04-13 08:45:00,Yonge and Bloor,5,Saturday
13,16,15,13,15,20,14,15,2024-04-13 09:00:00,Yonge and Bloor,5,Saturday
13,16,16,17,16,14,17,16,2024-04-13 09:15:00,Yonge and Bloor,5,Saturday
15,17,11,16,19,13,21,15,2024-04-13 09:30:00,Yonge and Bloor,5,Saturday
18,15,11,15,18,15,17,15,2024-04-13 09:45:00,Yonge and Bloor,5,Saturday
37,44,44,33,38,38,44,45,2024-04-13 10:00:00,Yonge and Bloor,5,Saturday
38,42,45,36,46,46,33,42,2024-04-13 10:15:00,Yonge and Bloor,5,Saturday
34,38,35,41,36,37,45,45,2024-04-13 10:30:00,Yonge and Bloor,5,Saturday
29,44,35,44,35,43,43,39,2024-04-13 10:45:00,Yonge and Bloor,5,Saturday
34,35,32,30,44,39,46,36,2024-04-13 11:00:00,Yonge and Bloor,5,Saturday
43,39,32,38,33,38,34,43,2024-04-13 11:15:00,Yonge and Bloor,5,Saturday
41,42,33,43,40,34,43,33,2024-04-13 11:30:00,Yonge and Bloor,5,Saturday
37,39,34,36,32,42,46,33,2024-04-13 11:45:00,Yonge and Bloor,5,Saturday
21,23,24,25,27,28,25,29,2024-04-13 12:00:00,Yonge and Bloor,5,Saturday
24,24,22,23,27,27,29,24,2024-04-13 12:15:00,Yonge and Bloor,5,Saturday
21,26,26,24,28,26,25,29,2024-04-13 12:30:00,Yonge and Bloor,5,Saturday
28,26,26,22,27,25,28,28,2024-04-13 12:45:00,Yonge and Bloor,5,Saturday
18,14,13,16,19,14,16,14,2024-04-13 13:00:00,Yonge and Bloor,5,Saturday
12,12,15,17,16,20,13,17,2024-04-13 13:15:00,Yonge and Bloor,5,Saturday
12,14,12,13,15,16,19,15,2024-04-13 13:30:00,Yonge and Bloor,5,Saturday
15,15,17,14,20,15,14,19,2024-04-13 13:45:00,Yonge and Bloor,5,Saturday
11,16,18,14,17,17,17,15,2024-04-13 14:00:00,Yonge and Bloor,5,Saturday
13,13,18,12,20,20,16,19,2024-04-13 14:15:00,Yonge and Bloor,5,Saturday
12,11,16,18,14,19,14,14,2024-04-13 14:30:00,Yonge and Bloor,5,Saturday
17,17,15,18,21,19,18,14,2024-04-13 14:45:00,Yonge and Bloor,5,Saturday
16,15,14,18,15,19,14,15,2024-04-13 15:00:00,Yonge and Bloor,5,Saturday
16,15,11,17,15,18,14,19,2024-04-13 15:15:00,Yonge and Bloor,5,Saturday
16,17,15,14,21,14,16,19,2024-04-13 15:30:00,Yonge and Bloor,5,Saturday
13,16,20,11,17,21,17,21,2024-04-13 15:45:00,Yonge and Bloor,5,Saturday
16,13,12,14,21,16,13,20,2024-04-13 16:00:00,Yonge and Bloor,5,Saturday
15,17,16,18,21,14,15,14,2024-04-13 16:15:00,Yonge and Bloor,5,Saturday
18,11,13,17,14,14,19,20,2024-04-13 16:30:00,Yonge and Bloor,5,Saturday
18,13,17,12,16,22,16,15,2024-04-13 16:45:00,Yonge and Bloor,5,Saturday
37,42,34,41,44,31,43,43,2024-04-13 17:00:00,Yonge and Bloor,5,Saturday
43,40,44,31,38,46,37,47,2024-04-13 17:15:00,Yonge and Bloor,5,Saturday
42,41,36,35,46,43,33,37,2024-04-13 17:30:00,Yonge and Bloor,5,Saturday
40,42,44,42,44,40,37,43,2024-04-13 17:45:00,Yonge and Bloor,5,Saturday
43,43,41,38,47,43,40,46,2024-04-13 18:00:00,Yonge and Bloor,5,Saturday
32,42,32,36,47,33,34,34,2024-04-13 18:15:00,Yonge and Bloor,5,Saturday
41,29,43,29,33,34,45,43,2024-04-13 18:30:00,Yonge and Bloor,5,Saturday
37,41,38,34,39,32,39,35,2024-04-13 18:45:00,Yonge and Bloor,5,Saturday
17,13,15,15,18,17,21,17,2024-04-13 19:00:00,Yonge and Bloor,5,Saturday
13,18,11,17,15,19,16,21,2024-04-13 19:15:00,Yonge and Bloor,5,Saturday
11,17,13,13,20,17,16,15,2024-04-13 19:30:00,Yonge and Bloor,5,Saturday
16,17,15,14,15,15,16,16,2024-04-13 19:45:00,Yonge and Bloor,5,Saturday
17,13,12,17,15,21,22,14,2024-04-13 20:00:00,Yonge and Bloor,5,Saturday
12,18,20,15,19,20,22,15,2024-04-13 20:15:00,Yonge and Bloor,5,Saturday
11,15,11,12,17,16,20,21,2024-04-13 20:30:00,Yonge and Bloor,5,Saturday
11,16,11,11,17,16,14,16,2024-04-13 20:45:00,Yonge and Bloor,5,Saturday
13,18,18,14,18,20,20,16,2024-04-13 21:00:00,Yonge and Bloor,5,Saturday
14,11,13,14,15,18,20,19,2024-04-13 21:15:00,Yonge and Bloor,5,Saturday
13,12,15,13,15,17,19,18,2024-04-13 21:30:00,Yonge and Bloor,5,Saturday
18,16,13,16,19,22,19,16,2024-04-13 21:45:00,Yonge and Bloor,5,Saturday
16,15,13,15,19,17,16,18,2024-04-13 22:00:00,Yonge and Bloor,5,Saturday
15,12,15,11,17,20,13,18,2024-04-13 22:15:00,Yonge and Bloor,5,Saturday
13,15,11,13,15,17,21,19,2024-04-13 22:30:00,Yonge and Bloor,5,Saturday
18,17,13,11,16,17,15,21,2024-04-13 22:45:00,Yonge and Bloor,5,Saturday
3,3,6,5,7,6,5,6,2024-04-13 23:00:00,Yonge and Bloor,5,Saturday
5,3,3,3,7,9,5,6,2024-04-13 23:15:00,Yonge and Bloor,5,Saturday
3,4,5,3,6,5,7,8,2024-04-13 23:30:00,Yonge and Bloor,5,Saturday
4,3,4,5,7,6,9,8,2024-04-13 23:45:00,Yonge and Bloor,5,Saturday
3,5,5,5,6,10,5,8,2024-04-14 00:00:00,Yonge and Bloor,6,Sunday
3,3,4,5,8,6,8,8,2024-04-14 00:15:00,Yonge and Bloor,6,Sunday
4,5,3,4,8,7,5,7,2024-04-14 00:30:00,Yonge and Bloor,6,Sunday
5,3,4,4,7,5,5,7,2024-04-14 00:45:00,Yonge and Bloor,6,Sunday
4,4,4,5,6,6,7,6,2024-04-14 01:00:00,Yonge and Bloor,6,Sunday
3,3,4,5,6,10,7,7,2024-04-14 01:15:00,Yonge and Bloor,6,Sunday
4,5,3,5,6,9,5,7,2024-04-14 01:30:00,Yonge and Bloor,6,Sunday
5,4,5,5,8,9,8,6,2024-04-14 01:45:00,Yonge and Bloor,6,Sunday
3,3,4,5,8,6,9,7,2024-04-14 02:00:00,Yonge and Bloor,6,Sunday
4,5,5,5,7,7,5,8,2024-04-14 02:15:00,Yonge and Bloor,6,Sunday
5,5,6,5,8,7,7,6,2024-04-14 02:30:00,Yonge and Bloor,6,Sunday
7,5,4,3,6,8,6,8,2024-04-14 02:45:00,Yonge and Bloor,6,Sunday
3,4,4,5,8,6,8,6,2024-04-14 03:00:00,Yonge and Bloor,6,Sunday
4,3,4,5,7,8,7,8,2024-04-14 03:15:00,Yonge and Bloor,6,Sunday
5,5,4,5,6,7,7,6,2024-04-14 03:30:00,Yonge and Bloor,6,Sunday
7,5,7,4,8,5,7,6,2024-04-14 03:45:00,Yonge and Bloor,6,Sunday
8,4,5,3,7,9,5,8,2024-04-14 04:00:00,Yonge and Bloor,6,Sunday
4,5,7,5,7,7,6,8,2024-04-14 04:15:00,Yonge and Bloor,6,Sunday
5,5,4,3,6,7,6,8,2024-04-14 04:30:00,Yonge and Bloor,6,Sunday
4,5,7,5,7,6,5,8,2024-04-14 04:45:00,Yonge and Bloor,6,Sunday
11,12,12,15,20,14,18,14,2024-04-14 05:00:00,Yonge and Bloor,6,Sunday
16,15,17,13,21,18,22,19,2024-04-14 05:15:00,Yonge and Bloor,6,Sunday
15,14,17,18,17,19,19,16,2024-04-14 05:30:00,Yonge and Bloor,6,Sunday
16,14,18,17,21,23,20,18,2024-04-14 05:45:00,Yonge and Bloor,6,Sunday
22,12,13,15,18,15,20,18,2024-04-14 06:00:00,Yonge and Bloor,6,Sunday
13,16,14,11,17,22,13,18,2024-04-14 06:15:00,Yonge and Bloor,6,Sunday
19,17,13,18,16,18,15,18,2024-04-14 06:30:00,Yonge and Bloor,6,Sunday
17,16,18,15,16,17,20,20,2024-04-14 06:45:00,Yonge and Bloor,6,Sunday
15,18,15,15,15,18,22,20,2024-04-14 07:00:00,Yonge and Bloor,6,Sunday
17,11,17,17,21,16,20,16,2024-04-14 07:15:00,Yonge and Bloor,6,Sunday
12,12,14,16,19,22,13,21,2024-04-14 07:30:00,Yonge and Bloor,6,Sunday
11,17,11,15,17,16,18,21,2024-04-14 07:45:00,Yonge and Bloor,6,Sunday
20,21,21,20,24,23,23,24,2024-04-14 08:00:00,Yonge and Bloor,6,Sunday
20,21,21,21,23,26,23,23,2024-04-14 08:15:00,Yonge and Bloor,6,Sunday
20,21,24,20,24,26,22,23,2024-04-14 08:30:00,Yonge and Bloor,6,Sunday
20,21,24,20,23,22,23,24,2024-04-14 08:45:00,Yonge and Bloor,6,Sunday
15,15,13,12,18,19,18,15,2024-04-14 09:00:00,Yonge and Bloor,6,Sunday
15,17,17,18,14,19,15,14,2024-04-14 09:15:00,Yonge and Bloor,6,Sunday
17,14,16,16,15,21,17,18,2024-04-14 09:30:00,Yonge and Bloor,6,Sunday
11,18,16,17,19,13,20,16,2024-04-14 09:45:00,Yonge and Bloor,6,Sunday
36,37,44,31,34,38,45,33,2024-04-14 10:00:00,Yonge and Bloor,6,Sunday
37,31,35,39,36,32,47,32,2024-04-14 10:15:00,Yonge and Bloor,6,Sunday
41,44,36,35,34,38,46,46,2024-04-14 10:30:00,Yonge and Bloor,6,Sunday
30,38,31,33,47,36,39,41,2024-04-14 10:45:00,Yonge and Bloor,6,Sunday
30,34,44,37,41,37,40,38,2024-04-14 11:00:00,Yonge and Bloor,6,Sunday
30,32,29,41,44,38,39,34,2024-04-14 11:15:00,Yonge and Bloor,6,Sunday
35,32,38,37,47,37,31,39,2024-04-14 11:30:00,Yonge and Bloor,6,Sunday
32,37,32,39,35,41,37,40,2024-04-14 11:45:00,Yonge and Bloor,6,Sunday
25,21,24,26,24,25,26,26,2024-04-14 12:00:00,Yonge and Bloor,6,Sunday
24,22,24,21,27,28,30,27,2024-04-14 12:15:00,Yonge and Bloor,6,Sunday
23,25,25,24,28,23,26,28,2024-04-14 12:30:00,Yonge and Bloor,6,Sunday
22,21,23,24,25,25,27,24,2024-04-14 12:45:00,Yonge and Bloor,6,Sunday
12,12,11,16,20,16,15,14,2024-04-14 13:00:00,Yonge and Bloor,6,Sunday
18,18,17,15,14,20,13,20,2024-04-14 13:15:00,Yonge and Bloor,6,Sunday
13,14,13,18,16,18,19,20,2024-04-14 13:30:00,Yonge and Bloor,6,Sunday
16,16,17,13,17,18,18,16,2024-04-14 13:45:00,Yonge and Bloor,6,Sunday
12,13,19,14,14,18,13,20,2024-04-14 14:00:00,Yonge and Bloor,6,Sunday
12,12,12,16,20,20,18,15,2024-04-14 14:15:00,Yonge and Bloor,6,Sunday
13,12,17,13,15,17,21,16,2024-04-14 14:30:00,Yonge and Bloor,6,Sunday
16,18,16,18,16,22,16,20,2024-04-14 14:45:00,Yonge and Bloor,6,Sunday
18,17,17,11,17,15,13,15,2024-04-14 15:00:00,Yonge and Bloor,6,Sunday
14,16,21,15,21,21,19,14,2024-04-14 15:15:00,Yonge and Bloor,6,Sunday
15,14,14,14,14,19,15,15,2024-04-14 15:30:00,Yonge and Bloor,6,Sunday
14,14,15,17,21,16,16,14,2024-04-14 15:45:00,Yonge and Bloor,6,Sunday
11,18,15,17,19,19,18,17,2024-04-14 16:00:00,Yonge and Bloor,6,Sunday
